Player,group,Mat,Inns,NO,Runs,HS,Ave,BF,value,lastValue,Hundreds,Fifties,Ducks,year,Player_mod,rank
Imran Farhat,PAK,5,5,0,174,56,34.8,227,76.65,73.72,0,2,0,2012,Imran Farhat (PAK),18
Imran Nazir,PAK,27,27,1,701,105,26.96,975,71.89,71.89,1,4,5,2000,Imran Nazir (PAK),18
Imran Nazir,PAK,6,6,0,81,35,13.5,104,77.88,71.89,0,0,1,2001,Imran Nazir (PAK),15
Imran Nazir,PAK,18,18,1,483,66,28.41,573,84.29,77.88,0,4,2,2002,Imran Nazir (PAK),13
Imran Nazir,PAK,13,13,0,392,160,30.15,374,104.81,84.29,1,1,1,2007,Imran Nazir (PAK),5
Imran Nazir,PAK,5,5,0,111,35,22.2,115,96.52,104.81,0,0,0,2009,Imran Nazir (PAK),10
Imrul Kayes,BDESH,27,27,0,867,101,32.11,1291,67.15,67.15,1,6,0,2010,Imrul Kayes (BDESH),43
Imrul Kayes,BDESH,17,17,1,379,93,23.68,598,63.37,67.15,0,3,1,2011,Imrul Kayes (BDESH),40
Inzamam-ul-Haq,PAK,4,4,0,125,64,31.25,241,51.86,51.86,0,1,0,1997,Inzamam-ul-Haq (PAK),29
IR Bell,ENG,4,4,0,163,75,40.75,239,68.2,68.2,0,2,0,2004,IR Bell (ENG),22
IR Bell,ENG,5,5,0,175,50,35,255,68.62,68.2,0,1,0,2006,IR Bell (ENG),27
IR Bell,ENG,15,14,2,378,73,31.5,518,72.97,68.62,0,1,1,2008,IR Bell (ENG),29
IR Bell,ENG,11,11,1,549,126,54.9,664,82.68,72.97,1,4,0,2012,IR Bell (ENG),13
J Charles,WI,8,8,0,152,45,19,221,68.77,68.77,0,0,1,2012,J Charles (WI),25
J Edness,BMUDA,5,5,0,99,72,19.8,201,49.25,49.25,0,1,1,2007,J Edness (BMUDA),57
J Mubarak,SL,11,11,0,233,61,21.18,379,61.47,61.47,0,2,0,2006,J Mubarak (SL),38
JAH Marshall,NZ,1,1,0,161,161,161,141,114.18,114.18,1,0,0,2008,JAH Marshall (NZ),3
Javed Omar,BDESH,4,4,2,156,85,78,262,59.54,59.54,0,2,0,2000,Javed Omar (BDESH),29
Javed Omar,BDESH,5,5,1,186,69,46.5,290,64.13,59.54,0,2,0,2001,Javed Omar (BDESH),30
Javed Omar,BDESH,8,8,0,93,35,11.62,268,34.7,64.13,0,0,0,2002,Javed Omar (BDESH),39
Javed Omar,BDESH,7,7,0,159,68,22.71,256,62.1,34.7,0,2,0,2004,Javed Omar (BDESH),27
Javed Omar,BDESH,9,9,0,225,81,25,434,51.84,62.1,0,2,1,2005,Javed Omar (BDESH),33
Javed Omar,BDESH,8,8,1,181,64,25.85,299,60.53,51.84,0,1,0,2006,Javed Omar (BDESH),39
Javed Omar,BDESH,6,6,0,146,80,24.33,295,49.49,60.53,0,1,1,2007,Javed Omar (BDESH),56
JD Ryder,NZ,9,8,1,263,79,37.57,312,84.29,84.29,0,1,0,2008,JD Ryder (NZ),22
JD Ryder,NZ,12,11,0,374,105,34,371,100.8,84.29,1,2,2,2009,JD Ryder (NZ),6
JF Kloppenburg,NL,3,3,0,139,121,46.33,202,68.81,68.81,1,0,1,2003,JF Kloppenburg (NL),24
JL Denly,ENG,9,9,0,268,67,29.77,409,65.52,65.52,0,2,0,2009,JL Denly (ENG),44
JM Davison,CAN,6,6,0,226,111,37.66,190,118.94,118.94,1,1,1,2003,JM Davison (CAN),1
JM Davison,CAN,6,6,0,97,55,16.16,110,88.18,118.94,0,1,2,2006,JM Davison (CAN),7
JM Davison,CAN,7,7,0,211,52,30.14,186,113.44,88.18,0,1,0,2007,JM Davison (CAN),3
JM How,NZ,4,4,1,171,88,57,219,78.08,78.08,0,2,0,2007,JM How (NZ),22
JM How,NZ,5,5,0,105,37,21,183,57.37,78.08,0,0,0,2008,JM How (NZ),43
JP Bray,IRE,12,12,1,371,116,33.72,541,68.57,68.57,2,0,2,2007,JP Bray (IRE),35
JP Maher,AUS,6,6,0,97,30,16.16,173,56.06,56.06,0,0,1,2003,JP Maher (AUS),29
JR Murray,WI,8,8,0,226,62,28.25,312,72.43,72.43,0,2,1,1997,JR Murray (WI),14
JR Murray,WI,5,5,0,114,57,22.8,163,69.93,72.43,0,1,1,1999,JR Murray (WI),19
Junaid Siddique,BDESH,7,7,0,130,85,18.57,262,49.61,49.61,0,1,2,2008,Junaid Siddique (BDESH),48
Junaid Siddique,BDESH,15,15,0,259,55,17.26,335,77.31,49.61,0,1,3,2009,Junaid Siddique (BDESH),30
KA Edwards,WI,6,6,1,103,40,20.6,164,62.8,62.8,0,0,2,2011,KA Edwards (WI),41
Kamran Akmal,PAK,13,13,0,445,124,34.23,527,84.44,84.44,3,0,0,2005,Kamran Akmal (PAK),12
Kamran Akmal,PAK,6,6,0,128,56,21.33,157,81.52,84.44,0,1,0,2006,Kamran Akmal (PAK),14
Kamran Akmal,PAK,9,9,0,86,24,9.55,158,54.43,81.52,0,0,2,2007,Kamran Akmal (PAK),53
Kamran Akmal,PAK,6,6,0,224,100,37.33,218,102.75,54.43,1,0,0,2008,Kamran Akmal (PAK),7
Kamran Akmal,PAK,10,10,0,275,57,27.5,350,78.57,102.75,0,1,1,2009,Kamran Akmal (PAK),27
Kamran Akmal,PAK,9,9,0,269,74,29.88,323,83.28,78.57,0,2,0,2010,Kamran Akmal (PAK),21
Karim Sadiq,AFG,9,9,1,189,114,23.62,263,71.86,71.86,1,0,2,2010,Karim Sadiq (AFG),38
Karim Sadiq,AFG,5,5,0,168,100,33.6,166,101.2,71.86,1,0,0,2012,Karim Sadiq (AFG),1
KC Sangakkara,SL,7,7,1,325,138,54.16,447,72.7,72.7,1,1,0,2005,KC Sangakkara (SL),18
KC Sangakkara,SL,10,10,0,376,121,37.6,414,90.82,72.7,3,0,1,2008,KC Sangakkara (SL),13
KC Wessels,SA,9,9,0,196,51,21.77,431,45.47,45.47,0,1,0,1994,KC Wessels (SA),28
KD Karthik,INDIA,7,6,0,172,67,28.66,238,72.26,72.26,0,1,0,2009,KD Karthik (INDIA),38
KD Karthik,INDIA,14,14,0,332,66,23.71,448,74.1,72.26,0,1,2,2010,KD Karthik (INDIA),33
KED Carroll,IRE,5,5,0,70,28,14,124,56.45,56.45,0,0,0,2007,KED Carroll (IRE),52
Khalid Latif,PAK,3,3,0,128,64,42.66,181,70.71,70.71,0,1,0,2009,Khalid Latif (PAK),40
Khurram Manzoor,PAK,4,4,0,149,69,37.25,226,65.92,65.92,0,2,1,2008,Khurram Manzoor (PAK),34
KJ Coetzer,SCOT,4,4,1,252,89,84,294,85.71,85.71,0,3,0,2011,KJ Coetzer (SCOT),18
KL Tucker,BMUDA,5,5,0,46,34,9.2,143,32.16,32.16,0,0,1,2006,KL Tucker (BMUDA),49
KO Otieno,KENYA,6,6,0,153,85,25.5,260,58.84,58.84,0,1,1,1996,KO Otieno (KENYA),27
KO Otieno,KENYA,6,6,1,356,144,71.2,462,77.05,58.84,1,1,0,1997,KO Otieno (KENYA),12
KO Otieno,KENYA,13,13,0,265,120,20.38,463,57.23,77.05,1,1,4,1999,KO Otieno (KENYA),32
KO Otieno,KENYA,6,6,0,130,64,21.66,318,40.88,57.23,0,1,1,2001,KO Otieno (KENYA),38
KO Otieno,KENYA,9,9,0,226,59,25.11,397,56.92,40.88,0,2,1,2002,KO Otieno (KENYA),35
KO Otieno,KENYA,12,12,0,193,79,16.08,412,46.84,56.92,0,2,2,2003,KO Otieno (KENYA),38
KO Otieno,KENYA,12,12,0,238,74,19.83,425,56,46.84,0,2,1,2006,KO Otieno (KENYA),42
KO Otieno,KENYA,9,9,0,278,78,30.88,427,65.1,56,0,2,0,2009,KO Otieno (KENYA),46
KOA Powell,WI,6,6,0,104,47,17.33,149,69.79,69.79,0,0,1,2012,KOA Powell (WI),24
KP Pietersen,ENG,4,4,0,131,59,32.75,136,96.32,96.32,0,1,0,2011,KP Pietersen (ENG),6
KP Pietersen,ENG,4,4,1,281,130,93.66,333,84.38,96.32,2,0,0,2012,KP Pietersen (ENG),9
L Klusener,SA,3,3,1,101,101,50.5,109,92.66,92.66,1,0,2,1999,L Klusener (SA),2
L Vincent,NZ,6,6,0,117,43,19.5,196,59.69,59.69,0,0,0,2002,L Vincent (NZ),34
L Vincent,NZ,7,7,0,305,172,43.57,244,125,59.69,1,1,1,2005,L Vincent (NZ),2
L Vincent,NZ,11,11,0,226,102,20.54,314,71.97,125,1,0,0,2006,L Vincent (NZ),24
L Vincent,NZ,15,15,1,512,101,36.57,655,78.16,71.97,1,4,3,2007,L Vincent (NZ),21
LE Bosman,SA,7,7,0,198,88,28.28,218,90.82,90.82,0,1,1,2006,LE Bosman (SA),4
LG Howell,NZ,12,12,0,287,68,23.91,388,73.96,73.96,0,4,1,1998,LG Howell (NZ),19
LMP Simmons,WI,6,6,1,122,62,24.4,204,59.8,59.8,0,1,2,2009,LMP Simmons (WI),48
LMP Simmons,WI,17,17,1,792,122,49.5,993,79.75,59.8,1,8,1,2011,LMP Simmons (WI),21
LMP Simmons,WI,6,6,0,52,15,8.66,134,38.8,79.75,0,0,1,2012,LMP Simmons (WI),28
M Prabhakar,INDIA,11,11,2,370,102,41.11,562,65.83,65.83,1,2,1,1994,M Prabhakar (INDIA),11
M Prabhakar,INDIA,10,10,2,317,83,39.62,519,61.07,65.83,0,4,1,1995,M Prabhakar (INDIA),16
M Vijay,INDIA,8,8,0,178,33,22.25,274,64.96,64.96,0,0,0,2010,M Vijay (INDIA),47
MA Atherton,ENG,9,9,0,447,86,49.66,763,58.58,58.58,0,4,0,1994,MA Atherton (ENG),19
MA Atherton,ENG,5,5,0,267,127,53.4,405,65.92,58.58,1,1,0,1995,MA Atherton (ENG),12
MA Atherton,ENG,13,13,0,255,85,19.61,440,57.95,65.92,0,2,3,1996,MA Atherton (ENG),28
MA Atherton,ENG,7,7,1,212,113,35.33,327,64.83,57.95,1,0,0,1997,MA Atherton (ENG),23
MA Ouma,KENYA,10,10,0,140,47,14,269,52.04,52.04,0,0,2,2006,MA Ouma (KENYA),45
MA Ouma,KENYA,17,17,1,386,58,24.12,560,68.92,52.04,0,3,0,2007,MA Ouma (KENYA),34
MA Ouma,KENYA,5,4,0,121,61,30.25,160,75.62,68.92,0,2,1,2009,MA Ouma (KENYA),33
MA Ouma,KENYA,5,5,0,109,40,21.8,196,55.61,75.62,0,0,0,2010,MA Ouma (KENYA),51
MA Taylor,AUS,21,21,1,586,68,29.3,948,61.81,61.81,0,5,0,1994,MA Taylor (AUS),16
MA Taylor,AUS,12,12,0,523,97,43.58,791,66.11,61.81,0,4,0,1995,MA Taylor (AUS),11
MA Taylor,AUS,22,22,0,792,105,36,1224,64.7,66.11,1,5,1,1996,MA Taylor (AUS),23
MA Taylor,AUS,9,9,0,111,26,12.33,286,38.81,64.7,0,0,0,1997,MA Taylor (AUS),34
MA Vermeulen,ZIM,6,6,2,170,79,42.5,191,89,89,0,2,0,2002,MA Vermeulen (ZIM),9
MA Vermeulen,ZIM,11,11,0,285,92,25.9,387,73.64,89,0,2,0,2009,MA Vermeulen (ZIM),35
MB Loye,ENG,7,7,0,142,45,20.28,184,77.17,77.17,0,0,1,2007,MB Loye (ENG),23
ME Trescothick,ENG,12,12,1,441,87,40.09,579,76.16,76.16,0,3,0,2000,ME Trescothick (ENG),13
ME Trescothick,ENG,14,14,0,442,137,31.57,543,81.39,76.16,1,2,2,2001,ME Trescothick (ENG),12
ME Trescothick,ENG,24,24,0,950,121,39.58,937,101.38,81.39,3,4,3,2002,ME Trescothick (ENG),2
ME Trescothick,ENG,25,25,2,867,114,37.69,1078,80.42,101.38,2,6,3,2003,ME Trescothick (ENG),11
ME Trescothick,ENG,17,16,0,670,130,41.87,784,85.45,80.42,2,4,1,2004,ME Trescothick (ENG),5
ME Trescothick,ENG,22,22,3,553,104,29.1,695,79.56,85.45,2,1,3,2005,ME Trescothick (ENG),13
ME Trescothick,ENG,9,9,0,412,121,45.77,471,87.47,79.56,2,1,1,2006,ME Trescothick (ENG),8
ME Waugh,AUS,22,22,2,1038,130,51.9,1328,78.16,78.16,4,5,1,1996,ME Waugh (AUS),13
ME Waugh,AUS,14,14,1,676,115,52,847,79.81,78.16,3,2,1,1997,ME Waugh (AUS),11
ME Waugh,AUS,22,22,0,723,87,32.86,970,74.53,79.81,0,5,0,1998,ME Waugh (AUS),17
ME Waugh,AUS,36,36,3,1468,106,44.48,1942,75.59,74.53,2,11,1,1999,ME Waugh (AUS),13
ME Waugh,AUS,22,22,1,581,116,27.66,895,64.91,75.59,1,3,2,2000,ME Waugh (AUS),24
ME Waugh,AUS,13,13,3,809,173,80.9,933,86.7,64.91,4,2,1,2001,ME Waugh (AUS),10
ME Waugh,AUS,7,7,1,126,55,21,178,70.78,86.7,0,1,2,2002,ME Waugh (AUS),23
Mehrab Hossain,BDESH,9,9,0,321,101,35.66,525,61.14,61.14,1,2,0,1999,Mehrab Hossain (BDESH),27
Mehrab Hossain jnr,BDESH,7,7,0,186,54,26.57,419,44.39,44.39,0,1,0,2006,Mehrab Hossain jnr (BDESH),48
MHW Papps,NZ,5,5,1,204,92,51,332,61.44,61.44,0,2,0,2004,MHW Papps (NZ),28
MJ Clarke,AUS,2,2,1,105,105,105,105,100,100,1,0,1,2004,MJ Clarke (AUS),3
MJ Clarke,AUS,7,7,1,337,103,56.16,399,84.46,100,1,2,0,2005,MJ Clarke (AUS),11
MJ Clarke,AUS,8,8,0,333,98,41.62,417,79.85,84.46,0,4,0,2009,MJ Clarke (AUS),24
MJ Di Venuto,AUS,9,9,0,241,89,26.77,281,85.76,85.76,0,2,0,1997,MJ Di Venuto (AUS),7
MJ Greatbatch,NZ,11,11,0,338,76,30.72,462,73.16,73.16,0,2,0,1995,MJ Greatbatch (NZ),4
MJ Guptill,NZ,7,7,2,311,122,62.2,357,87.11,87.11,1,2,0,2009,MJ Guptill (NZ),15
MJ Guptill,NZ,10,10,0,190,70,19,227,83.7,87.11,0,1,3,2010,MJ Guptill (NZ),20
MJ Guptill,NZ,16,15,3,650,105,54.16,842,77.19,83.7,1,4,0,2011,MJ Guptill (NZ),25
MJ Guptill,NZ,11,11,0,400,85,36.36,479,83.5,77.19,0,5,1,2012,MJ Guptill (NZ),10
MJ Horne,NZ,20,19,0,421,74,22.15,671,62.74,62.74,0,3,1,1999,MJ Horne (NZ),25
MJ Horne,NZ,5,5,0,139,62,27.8,209,66.5,62.74,0,1,1,2002,MJ Horne (NZ),29
MJ Prior,ENG,5,5,0,94,45,18.8,122,77.04,77.04,0,0,0,2005,MJ Prior (ENG),16
MJ Prior,ENG,4,4,0,106,37,26.5,147,72.1,77.04,0,0,0,2006,MJ Prior (ENG),22
MJ Prior,ENG,10,10,0,229,52,22.9,304,75.32,72.1,0,1,1,2007,MJ Prior (ENG),25
MJ Prior,ENG,8,7,2,163,45,32.6,206,79.12,75.32,0,0,1,2008,MJ Prior (ENG),24
MJ Prior,ENG,7,7,0,135,67,19.28,143,94.4,79.12,0,1,2,2011,MJ Prior (ENG),8
MJ Slater,AUS,18,18,0,435,66,24.16,783,55.55,55.55,0,3,2,1994,MJ Slater (AUS),21
MJ Slater,AUS,9,9,0,232,68,25.77,365,63.56,55.55,0,2,0,1995,MJ Slater (AUS),13
MJ Slater,AUS,7,7,0,103,50,14.71,197,52.28,63.56,0,1,1,1996,MJ Slater (AUS),32
MJR Rindel,SA,2,2,0,120,106,60,166,72.28,72.28,1,0,0,1995,MJR Rindel (SA),5
MJR Rindel,SA,11,11,0,321,64,29.18,450,71.33,72.28,0,2,1,1998,MJR Rindel (SA),21
ML Hayden,AUS,6,6,0,136,67,22.66,267,50.93,50.93,0,1,1,1994,ML Hayden (AUS),26
ML Hayden,AUS,6,6,0,311,111,51.83,346,89.88,50.93,1,2,1,2001,ML Hayden (AUS),7
ML Hayden,AUS,20,20,4,878,146,54.87,1069,82.13,89.88,1,6,0,2002,ML Hayden (AUS),16
ML Hayden,AUS,31,31,5,1037,88,39.88,1316,78.79,82.13,0,5,1,2003,ML Hayden (AUS),13
ML Hayden,AUS,23,23,0,946,126,41.13,1259,75.13,78.79,2,6,2,2004,ML Hayden (AUS),13
ML Hayden,AUS,15,15,1,480,114,34.28,679,70.69,75.13,1,2,0,2005,ML Hayden (AUS),21
ML Hayden,AUS,2,2,0,103,54,51.5,143,72.02,70.69,0,1,0,2006,ML Hayden (AUS),23
ML Hayden,AUS,31,30,3,1601,181,59.29,1795,89.19,72.02,5,6,1,2007,ML Hayden (AUS),14
ML Hayden,AUS,8,8,0,298,82,37.25,387,77,89.19,0,3,0,2008,ML Hayden (AUS),27
ML Udawatte,SL,8,8,0,214,73,26.75,328,65.24,65.24,0,2,1,2008,ML Udawatte (SL),35
MN van Wyk,SA,5,5,0,178,82,35.6,274,64.96,64.96,0,2,2,2007,MN van Wyk (SA),43
Mohammad Ashraful,BDESH,9,9,0,137,56,15.22,248,55.24,55.24,0,2,2,2003,Mohammad Ashraful (BDESH),30
Mohammad Ashraful,BDESH,9,9,0,139,66,15.44,268,51.86,55.24,0,1,2,2004,Mohammad Ashraful (BDESH),36
Mohammad Hafeez,PAK,22,22,0,419,69,19.04,812,51.6,51.6,0,3,3,2003,Mohammad Hafeez (PAK),35
Mohammad Hafeez,PAK,11,11,1,254,92,25.4,319,79.62,51.6,0,1,1,2006,Mohammad Hafeez (PAK),15
Mohammad Hafeez,PAK,6,6,0,76,34,12.66,124,61.29,79.62,0,0,1,2007,Mohammad Hafeez (PAK),46
Mohammad Hafeez,PAK,10,10,0,370,68,37,483,76.6,61.29,0,3,0,2010,Mohammad Hafeez (PAK),30
Mohammad Hafeez,PAK,32,32,3,1075,139,37.06,1408,76.34,76.6,3,5,3,2011,Mohammad Hafeez (PAK),27
Mohammad Hafeez,PAK,18,18,0,476,105,26.44,708,67.23,76.34,1,2,3,2012,Mohammad Hafeez (PAK),27
Mohammad Rafique,BDESH,3,3,0,106,77,35.33,132,80.3,80.3,0,1,0,1998,Mohammad Rafique (BDESH),13
Mohammad Shahzad,AFG,1,1,0,110,110,110,111,99.09,99.09,1,0,0,2009,Mohammad Shahzad (AFG),7
MP Vaughan,ENG,10,9,0,153,67,17,227,67.4,67.4,0,1,1,2004,MP Vaughan (ENG),24
MP Vaughan,ENG,12,12,0,252,79,21,371,67.92,67.4,0,1,2,2007,MP Vaughan (ENG),37
MS Atapattu,SL,18,18,1,652,118,38.35,947,68.84,68.84,1,4,0,1997,MS Atapattu (SL),20
MS Atapattu,SL,9,9,1,241,71,30.12,446,54.03,68.84,0,2,0,1999,MS Atapattu (SL),33
MS Atapattu,SL,6,6,2,222,76,55.5,346,64.16,54.03,0,3,1,2001,MS Atapattu (SL),29
MS Atapattu,SL,23,23,2,878,123,41.8,1194,73.53,64.16,2,5,0,2002,MS Atapattu (SL),21
MS Atapattu,SL,17,17,3,630,124,45,835,75.44,73.53,3,2,2,2003,MS Atapattu (SL),18
MS Atapattu,SL,6,6,0,107,47,17.83,204,52.45,75.44,0,0,2,2004,MS Atapattu (SL),35
MS Atapattu,SL,5,5,0,140,70,28,222,63.06,52.45,0,1,0,2005,MS Atapattu (SL),30
MS Atapattu,SL,5,4,0,164,80,41,250,65.6,63.06,0,2,0,2006,MS Atapattu (SL),33
MS Sinclair,NZ,16,16,1,509,118,33.93,788,64.59,64.59,2,2,1,2001,MS Sinclair (NZ),28
MS Sinclair,NZ,2,2,0,128,66,64,150,85.33,64.59,0,2,0,2004,MS Sinclair (NZ),6
MS Wade,AUS,13,13,0,373,75,28.69,547,68.19,68.19,0,3,0,2012,MS Wade (AUS),26
N Hussain,ENG,5,5,2,194,88,64.66,330,58.78,58.78,0,2,0,1999,N Hussain (ENG),30
N Hussain,ENG,9,9,0,189,85,21,289,65.39,58.78,0,2,0,2000,N Hussain (ENG),23
Nafees Iqbal,BDESH,7,7,0,186,58,26.57,275,67.63,67.63,0,2,0,2005,Nafees Iqbal (BDESH),24
Nasir Jamshed,PAK,9,9,2,343,74,49,331,103.62,103.62,0,4,0,2008,Nasir Jamshed (PAK),6
Nasir Jamshed,PAK,8,8,1,462,112,66,536,86.19,103.62,2,2,0,2012,Nasir Jamshed (PAK),7
Naved Latif,PAK,3,3,0,143,113,47.66,191,74.86,74.86,1,0,0,2001,Naved Latif (PAK),17
Naved Latif,PAK,5,5,0,67,36,13.4,140,47.85,74.86,0,0,1,2002,Naved Latif (PAK),38
Nazimuddin,BDESH,5,5,0,59,47,11.8,87,67.81,67.81,0,0,0,2008,Nazimuddin (BDESH),31
NC Johnson,ZIM,3,3,0,188,103,62.66,235,80,80,1,1,0,1998,NC Johnson (ZIM),14
NC Johnson,ZIM,21,21,1,739,132,36.95,1007,73.38,80,3,4,1,1999,NC Johnson (ZIM),17
NC Johnson,ZIM,18,18,1,589,97,34.64,919,64.09,73.38,0,5,1,2000,NC Johnson (ZIM),27
NE Clarke,NL,5,5,0,50,32,10,112,44.64,44.64,0,0,2,1996,NE Clarke (NL),35
NJ Astle,NZ,9,9,0,314,114,34.88,446,70.4,70.4,1,2,0,1995,NJ Astle (NZ),8
NJ Astle,NZ,17,17,0,472,120,27.76,663,71.19,70.4,2,2,3,1996,NJ Astle (NZ),16
NJ Astle,NZ,17,17,0,647,117,38.05,851,76.02,71.19,1,5,1,1997,NJ Astle (NZ),13
NJ Astle,NZ,21,21,1,873,104,43.65,1237,70.57,76.02,1,7,0,1998,NJ Astle (NZ),23
NJ Astle,NZ,21,20,1,569,120,29.94,743,76.58,70.57,2,2,1,1999,NJ Astle (NZ),11
NJ Astle,NZ,25,23,1,845,104,38.4,1124,75.17,76.58,1,6,2,2000,NJ Astle (NZ),14
NJ Astle,NZ,18,18,1,735,119,43.23,979,75.07,75.17,3,3,0,2001,NJ Astle (NZ),16
NJ Astle,NZ,25,25,3,619,122,28.13,887,69.78,75.07,1,4,4,2002,NJ Astle (NZ),24
NJ Astle,NZ,14,13,1,490,145,40.83,702,69.8,69.78,1,3,0,2004,NJ Astle (NZ),21
NJ Astle,NZ,13,12,1,346,115,31.45,535,64.67,69.8,1,1,0,2005,NJ Astle (NZ),28
NJ Astle,NZ,2,2,0,173,90,86.5,193,89.63,64.67,0,2,0,2006,NJ Astle (NZ),6
NJ Astle,NZ,5,5,0,46,45,9.2,80,57.5,89.63,0,0,3,2007,NJ Astle (NZ),50
Noor Ali Zadran,AFG,9,9,1,267,114,33.37,404,66.08,66.08,1,1,0,2010,Noor Ali Zadran (AFG),45
NR Mongia,INDIA,5,5,0,67,38,13.4,92,72.82,72.82,0,0,1,1996,NR Mongia (INDIA),15
NS Poonia,SCOT,7,7,0,109,67,15.57,160,68.12,68.12,0,1,2,2007,NS Poonia (SCOT),36
NS Sidhu,INDIA,5,5,0,270,108,54,383,70.49,70.49,1,1,0,1994,NS Sidhu (INDIA),8
NS Sidhu,INDIA,7,7,0,297,94,42.42,431,68.9,70.49,0,3,0,1996,NS Sidhu (INDIA),18
NS Sidhu,INDIA,8,8,0,215,62,26.87,336,63.98,68.9,0,1,1,1998,NS Sidhu (INDIA),27
NV Knight,ENG,4,4,1,277,125,92.33,331,83.68,83.68,2,0,0,1996,NV Knight (ENG),7
NV Knight,ENG,8,8,2,151,84,25.16,181,83.42,83.68,0,1,1,1997,NV Knight (ENG),9
NV Knight,ENG,12,12,0,661,122,55.08,890,74.26,83.42,1,6,0,1998,NV Knight (ENG),18
NV Knight,ENG,16,16,0,437,84,27.31,666,65.61,74.26,0,2,1,1999,NV Knight (ENG),20
NV Knight,ENG,9,9,2,304,72,43.42,488,62.29,65.61,0,3,1,2000,NV Knight (ENG),28
NV Knight,ENG,8,8,2,324,82,54,452,71.68,62.29,0,3,0,2001,NV Knight (ENG),21
NV Knight,ENG,24,24,2,852,111,38.72,1090,78.16,71.68,2,5,3,2002,NV Knight (ENG),19
NV Knight,ENG,11,11,0,339,88,30.81,474,71.51,78.16,0,3,0,2003,NV Knight (ENG),22
OJ Hairs,SCOT,5,5,0,68,27,13.6,100,68,68,0,0,0,2010,OJ Hairs (SCOT),41
OO Bascome,BMUDA,5,5,0,46,20,9.2,95,48.42,48.42,0,0,0,2008,OO Bascome (BMUDA),49
P Mustard,ENG,5,5,0,89,28,17.8,93,95.69,95.69,0,0,0,2007,P Mustard (ENG),10
P Mustard,ENG,5,5,0,144,83,28.8,159,90.56,95.69,0,1,0,2008,P Mustard (ENG),14
PA de Silva,SL,3,3,1,121,96,60.5,137,88.32,88.32,0,1,0,2000,PA de Silva (SL),3
PA Jaques,AUS,3,3,0,121,94,40.33,148,81.75,81.75,0,1,0,2006,PA Jaques (AUS),13
PA Patel,INDIA,2,2,1,109,56,109,127,85.82,85.82,0,2,0,2010,PA Patel (INDIA),16
PA Patel,INDIA,19,19,0,488,95,25.68,598,81.6,85.82,0,2,0,2011,PA Patel (INDIA),20
PA Wallace,WI,8,8,0,293,103,36.62,306,95.75,95.75,1,1,1,1998,PA Wallace (WI),3
PA Wallace,WI,7,7,0,147,47,21,313,46.96,95.75,0,0,0,2000,PA Wallace (WI),32
PE Cantrell,NL,5,5,0,160,47,32,307,52.11,52.11,0,0,0,1996,PE Cantrell (NL),33
PG Fulton,NZ,7,7,0,250,83,35.71,377,66.31,66.31,0,2,1,2007,PG Fulton (NZ),39
PJ Ingram,NZ,8,7,0,193,69,27.57,238,81.09,81.09,0,1,0,2010,PJ Ingram (NZ),24
PL Mommsen,SCOT,7,7,0,142,80,20.28,293,48.46,48.46,0,1,0,2010,PL Mommsen (SCOT),53
PN Kirsten,SA,12,12,1,379,97,34.45,704,53.83,53.83,0,3,0,1994,PN Kirsten (SA),24
PR Stirling,IRE,17,17,0,771,177,45.35,851,90.59,90.59,1,5,0,2010,PR Stirling (IRE),14
PR Stirling,IRE,11,11,0,450,113,40.9,376,119.68,90.59,3,0,1,2011,PR Stirling (IRE),2
PV Simmons,WI,12,12,0,436,84,36.33,674,64.68,64.68,0,5,1,1994,PV Simmons (WI),14
PV Simmons,WI,8,8,0,197,86,24.62,315,62.53,64.68,0,1,0,1995,PV Simmons (WI),15
R Dravid,INDIA,3,3,0,115,53,38.33,205,56.09,56.09,0,2,0,1997,R Dravid (INDIA),27
R Dravid,INDIA,14,14,1,514,105,39.53,686,74.92,56.09,1,4,2,2006,R Dravid (INDIA),20
R Gunasekera,CAN,6,6,0,89,57,14.83,107,83.17,83.17,0,1,0,2011,R Gunasekera (CAN),19
R Strydom,IRE,5,5,0,82,37,16.4,152,53.94,53.94,0,0,0,2008,R Strydom (IRE),44
RA Jones,NZ,5,5,0,168,63,33.6,329,51.06,51.06,0,1,0,2003,RA Jones (NZ),36
RA Smith,ENG,3,3,0,163,75,54.33,223,73.09,73.09,0,2,0,1996,RA Smith (ENG),14
Rajin Saleh,BDESH,3,3,0,110,82,36.66,171,64.32,64.32,0,1,0,2004,Rajin Saleh (BDESH),26
Rajin Saleh,BDESH,4,4,0,125,77,31.25,166,75.3,64.32,0,1,0,2005,Rajin Saleh (BDESH),17
Rajin Saleh,BDESH,10,10,1,235,108,26.11,441,53.28,75.3,1,0,1,2006,Rajin Saleh (BDESH),44
Rameez Raja,PAK,6,6,0,145,46,24.16,261,55.55,55.55,0,0,0,1995,Rameez Raja (PAK),21
RD Jacobs,WI,17,16,2,500,80,35.71,790,63.29,63.29,0,4,2,1999,RD Jacobs (WI),23
RD Jacobs,WI,5,5,0,110,65,22,135,81.48,63.29,0,1,0,2000,RD Jacobs (WI),8
RD Shah,KENYA,3,3,0,140,70,46.66,150,93.33,93.33,0,2,0,1998,RD Shah (KENYA),6
RD Shah,KENYA,11,11,0,326,71,29.63,513,63.54,93.33,0,2,0,1999,RD Shah (KENYA),22
